"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"West Hartford School District","900382590","2010-2011","English Language Learner","Total Cohort Count","Number","36"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Total Cohort Count","Number","793"
"West Hartford School District","900382590","2010-2011","English Language Learner","Four Year Graduation Count","Number","29"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","720"
"West Hartford School District","900382590","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","80.6"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","90.8"
"West Hartford School District","900382590","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2010-2011","English Language Learner","Other Count","Number","-9999"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Other Count","Number","-9999"
"West Hartford School District","900382590","2010-2011","English Language Learner","Other Rate","Percent","-9999"
"West Hartford School District","900382590","2010-2011","Non-English Language Learner","Other Rate","Percent","-9999"
"West Hartford School District","900382590","2011-2012","English Language Learner","Total Cohort Count","Number","36"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Total Cohort Count","Number","717"
"West Hartford School District","900382590","2011-2012","English Language Learner","Four Year Graduation Count","Number","29"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","669"
"West Hartford School District","900382590","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","80.6"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","93.3"
"West Hartford School District","900382590","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2011-2012","English Language Learner","Other Count","Number","-9999"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"West Hartford School District","900382590","2011-2012","English Language Learner","Other Rate","Percent","-9999"
"West Hartford School District","900382590","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"West Hartford School District","900382590","2012-2013","English Language Learner","Total Cohort Count","Number","46"
"West Hartford School District","900382590","2012-2013","Non-English Language Learner","Total Cohort Count","Number","789"
"West Hartford School District","900382590","2012-2013","English Language Learner","Four Year Graduation Count","Number","32"
"West Hartford School District","900382590","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","746"
"West Hartford School District","900382590","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","69.6"
"West Hartford School District","900382590","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","94.6"
